"id";"niveau";"matiere";"theme";"chapitre";"ordre";"difficulte";"titre";"contexte";"question";"mots_cles";"correction";"xp"
"MT1-30";"terminale";"management";"Thème 1 : Les organisations et l'activité de production de biens et de services";"1.5. Comment assurer un fonctionnement cohérent des organisations ?";"15";"5";"Diagnostic organisationnel complet";"La Poste voit le volume de son courrier chuter. Pour s'adapter, elle développe la livraison de colis express et confie de nouveaux services aux facteurs (visite aux personnes âgées). Ces changements nécessitent de nouveaux outils numériques et des formations spécifiques.";"Élaborez un diagnostic systémique sur la manière dont La Poste doit faire évoluer la répartition des tâches, la coordination et la GPEC pour réussir ce virage stratégique.";"organisation du travail | GPEC | coordination | adaptation | transformation";"Diagnostic systémique : 1. Répartition des tâches : Le métier de facteur s'enrichit (polyvalence). La Poste doit redéfinir les fiches de poste pour intégrer le commerce et le lien social. 2. Coordination : Les mécanismes passent d'une standardisation pure à un ajustement plus souple via des smartphones connectés gérant des tournées dynamiques. 3. GPEC (Ressources) : La Poste doit impérativement cartographier ses besoins futurs en compétences numériques et relationnelles, et déployer un plan de formation massif pour accompagner les agents historiques vers ces nouveaux métiers, garantissant ainsi l'adaptation aux besoins de l'organisation.";"50"
"MT2-16";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.1. Comment fédérer les acteurs de l'organisation ?";"1";"1";"Définir la culture d'organisation";"L'entreprise alimentaire Michel et Augustin a créé une culture d'entreprise très forte : les employés sont appelés 'les trublions', les réunions se font dans des canapés, et le ton de l'entreprise se veut volontairement jeune, décalé et transparent.";"Définissez ce qu'est la culture d'une organisation et montrez son utilité dans ce contexte.";"culture de l'organisation | valeurs partagées | rites | cohésion | identité";"La culture d'une organisation est l'ensemble des valeurs, des normes, des mythes et des rituels (ici, le vocabulaire 'trublions', le ton décalé) partagés par l'ensemble de ses membres. Son utilité est fondamentale : elle fédère les acteurs autour d'une identité forte, favorise le sentiment d'appartenance (cohésion interne) et contribue à forger une 'marque employeur' attractive.";"10"
"MT2-17";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.1. Comment fédérer les acteurs de l'organisation ?";"2";"1";"Définir le style de direction";"Chez Tesla, le PDG Elon Musk impose directement ses visions techniques aux ingénieurs, fixe des délais souvent jugés irréalistes, et centralise la quasi-totalité des prises de décision stratégiques finales.";"Définissez ce qu'est un style de direction et qualifiez celui adopté dans cette situation.";"style de direction | autoritaire | pouvoir de décision | centralisation";"Un style de direction définit la manière dont un dirigeant exerce le pouvoir, prend des décisions et interagit avec ses subordonnés. Ici, le style est autoritaire (ou directif). Le pouvoir de décision est extrêmement centralisé, la communication est descendante et la pression sur les résultats est forte, laissant peu d'autonomie formelle aux salariés.";"10"
"MT2-18";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.3. Communique-t-on de la même manière avec tous les acteurs ?";"3";"1";"Définir l'e-réputation";"Sur les réseaux sociaux, Burger King France répond souvent aux critiques ou aux messages des internautes avec un humour sarcastique. L'entreprise surveille constamment ce qui se dit sur elle pour maîtriser son image en ligne.";"Définissez les notions d'identité numérique et d'e-réputation.";"e-réputation | identité numérique | image | communication externe | réseaux sociaux";"L'identité numérique correspond aux traces et aux contenus volontairement produits par l'organisation sur internet (sites, posts sur les réseaux sociaux). L'e-réputation, en revanche, est l'image perçue ou subie par l'organisation, construite à partir des avis, commentaires et rumeurs générés par les internautes. L'enjeu est d'aligner cette réputation subie avec l'identité voulue.";"10"
"MT2-19";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.1. Comment fédérer les acteurs de l'organisation ?";"4";"2";"Intérêts divergents SNCF";"La direction de la SNCF annonce une réforme visant à modifier les critères d'avancement professionnel pour privilégier la performance individuelle. Les syndicats de cheminots, attachés à l'avancement à l'ancienneté, appellent à la grève.";"Caractérisez la nature des relations entre les acteurs dans cette organisation.";"intérêts divergents | conflit social | acteurs internes | syndicats | direction";"Les relations sont conflictuelles en raison d'intérêts divergents entre les acteurs internes. La direction poursuit un objectif de performance et d'efficacité organisationnelle (logique de mérite). Les syndicats de salariés poursuivent un objectif de protection des acquis sociaux, de sécurité de l'emploi et d'équité collective (logique d'ancienneté). Cet antagonisme nécessite d'être régulé par le management et le dialogue social.";"20"
"MT2-20";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.2. Les transformations numériques, vecteur d'amélioration de la relation avec les clients et usagers ?";"5";"2";"Traces numériques Fnac";"Lorsqu'un client navigue sur le site de la Fnac en cherchant des appareils photo, le site mémorise son parcours. Lors de sa connexion suivante, le site lui affiche en page d'accueil des promotions ciblées sur des objectifs photographiques et des sacoches.";"Identifiez le procédé technique utilisé et expliquez en quoi il améliore la relation client.";"traces numériques | digitalisation | personnalisation | données | parcours client";"L'entreprise collecte et exploite les traces numériques (historique de navigation, cookies) laissées par le consommateur. Cela améliore la relation client en permettant une hyper-personnalisation de l'offre (Marketing One-to-One). Le client bénéficie de recommandations pertinentes qui facilitent son parcours d'achat, augmentant ainsi les chances de conversion et sa satisfaction.";"20"
"MT2-21";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.1. Comment fédérer les acteurs de l'organisation ?";"6";"2";"QVT et motivation Doctolib";"Doctolib permet à 100% de ses salariés de faire du télétravail jusqu'à trois jours par semaine et finance une partie de l'équipement à domicile. La direction organise également des événements mensuels (team building).";"Analysez l'impact de ces mesures sur la motivation et la fidélisation des salariés.";"qualité de vie au travail | motivation interne | télétravail | flexibilité | fidélisation";"Ces mesures agissent directement sur la Qualité de Vie au Travail (QVT) en offrant flexibilité et équilibre vie pro / vie perso. Le télétravail agit comme un puissant facteur de motivation (confiance, autonomie). L'organisation favorise ainsi l'implication de ses talents et limite le turn-over, la fidélisation étant un défi majeur dans le secteur très concurrentiel des technologies de la santé.";"20"
"MT2-22";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.3. Communique-t-on de la même manière avec tous les acteurs ?";"7";"3";"Communication financière TotalEnergies";"À la fin de chaque exercice, TotalEnergies publie un rapport annuel complet détaillant ses bénéfices, son plan d'affaires (business plan) à 5 ans pour la transition énergétique, et organise une réunion avec ses principaux actionnaires.";"Analysez l'importance stratégique de cette communication financière pour l'organisation.";"communication financière | transparence | investisseurs | actionnaires | business plan";"La communication financière est stratégique car elle s'adresse aux apporteurs de capitaux (actionnaires, banques, investisseurs). Le but n'est pas de vendre du pétrole, mais de vendre de la confiance. Le partage du business plan montre la solidité de la stratégie future. Une information transparente et normée permet de soutenir le cours en bourse et de faciliter les futurs financements de l'entreprise.";"30"
"MT2-23";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.1. Comment fédérer les acteurs de l'organisation ?";"8";"3";"Outils collaboratifs Dassault Systèmes";"Chez Dassault Systèmes, les développeurs utilisent un intranet et des espaces de travail virtuels collaboratifs pour concevoir de nouveaux logiciels de 3D. Ils partagent des codes, co-éditent des documents et interagissent via une messagerie instantanée interne sécurisée.";"Évaluez l'apport des outils numériques collaboratifs dans la mise en œuvre de la coopération au sein de l'organisation.";"coopération | outils collaboratifs | intranet | modes d'action coopératifs | numérique";"La coopération ne se décrète pas, elle nécessite des processus et des outils adaptés. L'apport des outils collaboratifs (intranet, messagerie) est de décloisonner l'entreprise, de permettre le travail asynchrone et à distance, et de faciliter le partage instantané des connaissances. Ils créent des interdépendances fluides entre les ingénieurs, constituant ainsi un levier indispensable pour l'innovation et l'efficacité des modes d'actions coopératifs.";"30"
"MT2-24";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.3. Communique-t-on de la même manière avec tous les acteurs ?";"9";"3";"Marque employeur L'Oréal";"L'Oréal a lancé une campagne de communication mondiale intitulée 'Freedom to go Beyond', avec des vidéos immersives sur YouTube et LinkedIn montrant le quotidien inspirant de ses jeunes chefs de produit et chercheurs.";"Identifiez le concept de communication RH illustré ici et expliquez ses objectifs vis-à-vis des acteurs externes.";"marque employeur | recrutement | communication RH | image | attractivité";"Il s'agit du concept de 'Marque employeur' (employer branding). L'objectif de L'Oréal n'est pas de communiquer sur ses cosmétiques (com' commerciale), mais de valoriser son image en tant que lieu de travail attractif. Vis-à-vis des acteurs externes (les jeunes diplômés et futurs talents), cette communication vise à séduire, à se différencier des concurrents et à faciliter les futures campagnes de recrutement de profils de haut niveau.";"30"
"MT2-25";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.2. Les transformations numériques, vecteur d'amélioration de la relation avec les clients et usagers ?";"10";"4";"Digitalisation parcours client Sephora";"Sephora a équipé ses vendeurs en magasin de terminaux tactiles permettant de retrouver l'historique d'achat en ligne du client. Le client peut aussi utiliser un miroir virtuel en réalité augmentée pour essayer virtuellement du maquillage.";"Diagnostiquez les avantages de cette digitalisation du parcours client pour le consommateur et pour l'organisation.";"digitalisation | expérience client | omnicanalité | innovation | personnalisation";"Pour le consommateur : la valeur perçue augmente considérablement grâce à une expérience ludique (miroir) et un service sans couture (le vendeur connaît ses goûts). C'est une omnicanalité parfaite. Pour Sephora : l'organisation collecte de nouvelles données comportementales, modernise son image de marque, fluidifie le passage en caisse et augmente très fortement ses taux de conversion en magasin (chiffre d'affaires).";"40"
"MT2-26";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.3. Communique-t-on de la même manière avec tous les acteurs ?";"11";"4";"Stratégie de communication globale Decathlon";"Pour lancer une nouvelle tente de camping, Decathlon achète des spots publicitaires à la TV (Paid Media), publie des tutoriels de montage sur son propre site web (Owned Media) et espère que les campeurs partageront leurs vidéos d'utilisation sur TikTok (Earned Media).";"Analysez la pertinence de cette approche POEM (Paid, Owned, Earned Media) pour la stratégie de communication globale de Decathlon.";"communication globale | POEM | publicité | réseaux sociaux | e-réputation";"L'approche POEM est très pertinente car elle crée une communication globale et intégrée. Le 'Paid Media' (TV) assure une forte visibilité de masse immédiate. Le 'Owned Media' (site web) garantit une information maîtrisée et experte (réassurance du client). Le 'Earned Media' (TikTok) apporte la caution des pairs et la viralité, renforçant la crédibilité du produit par le bouche-à-oreille numérique, le tout optimisant le budget communication de la marque.";"40"
"MT2-27";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.1. Comment fédérer les acteurs de l'organisation ?";"12";"4";"Facteurs de motivation Ubisoft";"Chez Ubisoft, éditeur de jeux vidéo, les augmentations de salaires sont limitées. Pour compenser, la direction offre à ses développeurs des jours de temps libre pour travailler sur des projets personnels créatifs, et organise des concours internes de création.";"Démontrez pourquoi l'entreprise privilégie les facteurs de motivation internes face aux limites de la rémunération (facteur externe).";"motivation | facteurs internes | facteurs externes | reconnaissance | implication";"La rémunération (facteur externe) est un levier limité financièrement et dont l'effet motivant s'estompe vite. Ubisoft privilégie les facteurs internes de motivation liés au contenu même du travail : l'autonomie, l'enrichissement des tâches et la stimulation intellectuelle (concours, projets perso). Ces facteurs répondent au besoin d'accomplissement de ces profils créatifs, générant une implication profonde et une fidélisation que l'argent seul ne peut garantir.";"40"
"MT2-28";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.3. Communique-t-on de la même manière avec tous les acteurs ?";"13";"5";"Gestion de crise Lactalis";"L'entreprise Lactalis fait face à un scandale sanitaire (lait infantile contaminé). Au début de la crise, l'entreprise communique très peu et refuse de répondre aux journalistes, ce qui déclenche un 'bad buzz' retentissant sur les réseaux sociaux et un effondrement de la confiance client.";"Élaborez un diagnostic critique de cette gestion de crise et proposez les axes d'une communication externe corrective appropriée.";"communication de crise | bad buzz | e-réputation | transparence | confiance";"Diagnostic : La stratégie du silence de Lactalis est un échec majeur en gestion de crise. L'absence de communication officielle laisse le champ libre aux rumeurs et aux réseaux sociaux (bad buzz), détruisant l'e-réputation et l'image de marque. Axes correctifs : 1. Communication immédiate et transparente : le PDG doit s'exprimer publiquement, assumer la responsabilité et présenter des excuses. 2. Preuve d'action : annoncer le rappel immédiat des produits et l'ouverture d'une enquête indépendante. L'enjeu est de restaurer la confiance perdue des consommateurs.";"50"
"MT2-29";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.1. Comment fédérer les acteurs de l'organisation ?";"14";"5";"Arbitrage complexe Stellantis";"Après une année record, Stellantis distribue d'importants dividendes à ses actionnaires. Simultanément, la direction refuse une augmentation des salaires de base aux ouvriers, invoquant la nécessité d'investir dans l'électrique. Les syndicats bloquent plusieurs usines stratégiques.";"Construisez une argumentation managériale pour aider la direction à arbitrer ce conflit et à réaligner les intérêts divergents sans compromettre la stratégie à long terme.";"conflit social | intérêts divergents | arbitrage | dialogue social | actionnaires";"Argumentation : La direction fait face à un blocage qui menace la production immédiate. Arbitrer uniquement en faveur des actionnaires (dividendes) détruit le climat social. Arbitrer uniquement par une forte hausse des salaires fixes grève les capacités d'investissement (électrique). La solution passe par le dialogue social et le compromis : la direction doit lier la rémunération à la performance exceptionnelle via des dispositifs collectifs (primes d'intéressement, participation). Cela permet de récompenser l'effort des salariés à l'instant T tout en préservant la structure des coûts fixes à long terme.";"50"
"MT2-30";"terminale";"management";"Thème 2 : Les organisations et les acteurs";"2.3. Communique-t-on de la même manière avec tous les acteurs ?";"15";"5";"Plan de communication global Accor";"Le groupe hôtelier Accor lance une initiative majeure : supprimer tous les plastiques à usage unique de ses hôtels dans le monde. Ce projet implique les fournisseurs, les 260 000 collaborateurs et les clients finaux.";"Concevez la stratégie de communication globale et intégrée (ascendante, descendante et externe) nécessaire pour assurer le succès de cette initiative.";"communication globale | communication interne | communication externe | RSE | adhésion";"Stratégie globale : 1. Communication interne descendante : Une note du PDG via l'intranet expliquant les objectifs RSE de l'entreprise pour donner le cap. 2. Communication interne ascendante/horizontale : Mettre en place des boîtes à idées ou forums sur le RSE (Réseau Social d'Entreprise) pour que le personnel de terrain propose des solutions de remplacement du plastique (adhésion). 3. Communication externe : Campagne sur les réseaux sociaux et affichages dans les chambres pour informer les clients de cette politique écoresponsable, valorisant ainsi l'image de marque du groupe auprès de son écosystème.";"50"
"MT3-16";"terminale";"management";"Thème 3 : Les organisations et la société";"3.1. Les organisations peuvent-elles s'affranchir des questions de société ?";"1";"1";"Définir la Déontologie et l'Éthique";"Les employés de la banque Société Générale doivent signer un code de bonne conduite qui leur interdit formellement d'utiliser les informations financières de leurs clients à des fins d'enrichissement personnel.";"Définissez les notions d'éthique et de déontologie dans le contexte des affaires.";"éthique | déontologie | règles de conduite | transparence | responsabilité";"L'éthique est une réflexion morale sur les valeurs et les principes (bien/mal, juste/injuste) qui guident l'action d'une entreprise dans la société. La déontologie est l'ensemble des règles, des devoirs et des obligations professionnelles, souvent formalisés dans une charte ou un code de conduite, que doivent respecter les collaborateurs d'une organisation dans l'exercice de leur métier.";"10"
"MT3-17";"terminale";"management";"Thème 3 : Les organisations et la société";"3.1. Les organisations peuvent-elles s'affranchir des questions de société ?";"2";"1";"Définir le Greenwashing";"La marque H&M a lancé une collection 'Conscious' avec des étiquettes vertes, tout en continuant à produire des millions de vêtements à bas coût dans des pays en voie de développement (fast-fashion). Des ONG accusent la marque de tromperie.";"Définissez le concept de 'greenwashing' (écoblanchiment).";"greenwashing | RSE | communication | éthique | image trompeuse";"Le greenwashing (ou écoblanchiment) est une pratique de communication trompeuse utilisée par une organisation. Elle consiste à verdir artificiellement son image et à mettre en avant des arguments écologiques ou de développement durable, alors que la réalité de ses pratiques de production et de son modèle économique reste polluante ou non éthique.";"10"
"MT3-18";"terminale";"management";"Thème 3 : Les organisations et la société";"3.1. Les organisations peuvent-elles s'affranchir des questions de société ?";"3";"1";"Définir le mécénat";"La Fondation TotalEnergies finance chaque année des programmes de restauration de monuments historiques en France et des bourses pour l'éducation des jeunes issus de milieux défavorisés.";"Définissez le mécénat et précisez son but principal par rapport au sponsoring (parrainage).";"mécénat | fondation | intérêt général | organisation civique | image institutionnelle";"Le mécénat est le soutien matériel, humain ou financier apporté sans contrepartie publicitaire directe à une œuvre ou une personne pour l'exercice d'activités d'intérêt général (culture, éducation, solidarité). À la différence du sponsoring qui vise des retombées commerciales directes, le mécénat relève du rôle civique de l'organisation et vise à asseoir son image institutionnelle sur le long terme.";"10"
